 50 0.24 0.36 0.23 0.10 0.06
315 0.26 0.41 0.26 0.07 0.00
436 0.30 0.45 0.25 0.00 0.00
666 0.43 0.57 0.00 0.00 0.00
733 1.00 0.00 0.00 0.00 0.00
910 1.00 0.00 0.00 0.00 0.00
